Customer ID,Created Date,Completion Date,Invoice Business Unit,Job Type,Job Status,Campaign Category,Campaign,Location Zip,Total,Opportunity
256838688,8/10/2026,8/10/2026,Plumbing Sales,Drain Estimate,Canceled,Branded Phone Number,Local 619,92113,$0.00,FALSE
31582724,8/10/2026,8/11/2026,Plumbing Sales,Drain Estimate,Completed,Branded Phone Number,A1-800-BILL HOWE,92109,$0.00,FALSE
31537261,8/10/2026,8/11/2026,Plumbing Sales,Drain Estimate,Completed,PPC,Google | Search | Brand,92009,$0.00,FALSE
31644293,8/10/2026,8/11/2026,Plumbing Sales,Drain Estimate,Completed,Branded Phone Number,A1-800-BILL HOWE,92103,$0.00,FALSE
31634639,8/10/2026,8/11/2026,Plumbing Sales,Drain Estimate,Completed,,Memberships due for Service,91941,$0.00,FALSE
321624885,8/10/2026,,Plumbing Sales,Drain Estimate,Hold,Branded Phone Number,Local 619,92064,$0.00,FALSE
1123605237,8/10/2026,8/11/2026,Plumbing Sales,Drain Estimate,Completed,Direct Web Traffic,Direct Web Traffic,92040,$0.00,FALSE
1124363472,8/11/2026,8/14/2026,Plumbing Sales,Drain Estimate,Completed,PPC,Google | Search | Brand,92103,$0.00,FALSE
31583385,8/11/2026,8/18/2026,Plumbing Sales,Drain Estimate,Completed,,Memberships due for Service,92075,$0.00,FALSE
977407028,8/11/2026,,Plumbing Sales,Drain Estimate,Hold,PPC,Google | PMAX | Plumbing,92118,$0.00,FALSE
1124360439,8/11/2026,8/12/2026,Plumbing Sales,Drain Estimate,Completed,PPC,Google | Search | Brand,92117,$0.00,FALSE
31582724,8/11/2026,8/12/2026,Plumbing Sales,Drain Estimate,Completed,Branded Phone Number,A1-800-BILL HOWE,92109,$2000.00,TRUE
1123832457,8/11/2026,8/12/2026,Plumbing Sales,Drain Estimate,Completed,Website,Email Contact Form,92121,$0.00,FALSE
281536974,8/11/2026,8/12/2026,Plumbing Sales,Drain Estimate,Completed,Tech referral,Tech Referral,92067,$0.00,FALSE
1124540923,8/11/2026,8/12/2026,Plumbing Sales,Drain Estimate,Completed,Branded Phone Number,A1-800-BILL HOWE,92120,$0.00,FALSE
1113766841,8/12/2026,8/12/2026,Plumbing Sales,Drain Estimate,Canceled,Google Business Profiles,GMB_SanDiego,92154,$0.00,FALSE
896523480,8/12/2026,8/12/2026,Plumbing Sales,Drain Estimate,Completed,PPC,Google | PMAX | Plumbing,92118,$0.00,FALSE
44130051,8/12/2026,8/12/2026,Plumbing Sales,Drain Estimate,Completed,Google Business Profiles,GMB_SanDiego,92123,$0.00,FALSE
479618818,8/12/2026,8/12/2026,Plumbing Sales,Drain Estimate,Completed,Direct Web Traffic,Direct Web Traffic,92108,$0.00,FALSE
1124876379,8/12/2026,8/13/2026,Plumbing Sales,Drain Estimate,Completed,Organic Search,Yahoo Organic,91942,$0.00,FALSE
286615938,8/13/2026,8/13/2026,Plumbing Sales,Drain Estimate,Completed,Branded Phone Number,A1-800-BILL HOWE,92128,$0.00,FALSE
47604144,8/13/2026,8/14/2026,Plumbing Sales,Drain Estimate,Completed,Google Business Profiles,GMB_SanDiego,92037,$0.00,FALSE
1125035492,8/13/2026,8/14/2026,Plumbing Sales,Drain Estimate,Completed,PPC,Google | PMAX | Drains,92130,$0.00,FALSE
31595115,8/13/2026,8/13/2026,Plumbing Sales,Drain Estimate,Completed,Organic Search,Google Organic,92104,$0.00,FALSE
100609032,8/13/2026,8/14/2026,Plumbing Sales,Drain Estimate,Completed,Branded Phone Number,Local 619,92007,$0.00,FALSE
211387,8/13/2026,8/13/2026,Plumbing Sales,Drain Estimate,Completed,Branded Phone Number,A1-800-BILL HOWE,92109,$0.00,FALSE
1125021543,8/13/2026,8/14/2026,Plumbing Sales,Drain Estimate,Completed,Google Business Profiles,GMB_SanDiego,92113,$0.00,FALSE
31627404,8/13/2026,8/13/2026,Plumbing Sales,Drain Estimate,Completed,Website,Website Phone Calls,92037,$0.00,FALSE
44487486,8/13/2026,8/15/2026,Plumbing Sales,Drain Estimate,Canceled,Branded Phone Number,Local 619,92109,$0.00,FALSE
901470494,8/14/2026,8/17/2026,Plumbing Sales,Drain Estimate,Completed,Tech referral,Tech Referral,92110,$0.00,FALSE
31716864,8/14/2026,8/20/2026,Plumbing Sales,Drain Estimate,Completed,CSR Outbound,$1 OUTBOUND (use this for out-bounding),92040,$0.00,FALSE
981148553,8/14/2026,8/19/2026,Plumbing Sales,Drain Estimate,Completed,Branded Phone Number,A1-800-BILL HOWE,92117,$0.00,FALSE
1073106984,8/14/2026,8/17/2026,Plumbing Sales,Drain Estimate,Completed,Google Business Profiles,GMB_SanDiego,92130,$0.00,FALSE
1125227133,8/14/2026,8/14/2026,Plumbing Sales,Drain Estimate,Completed,Direct Web Traffic,Direct Web Traffic,92021,$0.00,FALSE
1125311781,8/14/2026,8/17/2026,Plumbing Sales,Drain Estimate,Canceled,Google Business Profiles,GMB_SanDiego,91901,$0.00,FALSE
374593926,8/14/2026,8/17/2026,Plumbing Sales,Drain Estimate,Completed,Google Business Profiles,GMB_SanDiego,92124,$0.00,FALSE
1127181202,8/17/2026,8/18/2026,Plumbing Sales,Drain Estimate,Completed,Sameday AI,Sameday AI,92107,$0.00,TRUE
1125552658,8/17/2026,8/17/2026,Plumbing Sales,Drain Estimate,Canceled,Google LSA,Google Local Services,92007,$0.00,FALSE
1125589479,8/17/2026,8/17/2026,Plumbing Sales,Drain Estimate,Canceled,Google LSA,Google Local Services,92021,$0.00,FALSE
1126788892,8/17/2026,8/17/2026,Plumbing Sales,Drain Estimate,Canceled,Branded Phone Number,Local 619,91945,$0.00,FALSE
292047261,8/17/2026,8/17/2026,Plumbing Sales,Drain Estimate,Canceled,Yelp,Yelp,92115,$0.00,FALSE
58913639,8/17/2026,,Plumbing Sales,Drain Estimate,Hold,,Memberships due for Service,92037,$0.00,FALSE
31572795,8/17/2026,8/17/2026,Plumbing Sales,Drain Estimate,Completed,Branded Phone Number,Local 619,92113,$0.00,FALSE
1122135836,8/17/2026,8/18/2026,Plumbing Sales,Drain Estimate,Completed,PPC,Google | PMAX | Plumbing,92104,$0.00,FALSE
1127207797,8/17/2026,8/17/2026,Plumbing Sales,Drain Estimate,Completed,Branded Phone Number,A1-800-BILL HOWE,92106,$0.00,FALSE
31660442,8/17/2026,8/18/2026,Plumbing Sales,Drain Estimate,Completed,Google Business Profiles,GMB_SanDiego,92067,$0.00,FALSE
58584194,8/17/2026,8/17/2026,Plumbing Sales,Drain Estimate,Completed,Direct Web Traffic,Direct Web Traffic,92117,$0.00,FALSE
673021487,8/17/2026,8/20/2026,Plumbing Sales,Drain Estimate,Completed,Direct Web Traffic,Direct Web Traffic,91910,$0.00,FALSE
31593848,8/17/2026,8/10/2026,Plumbing Sales,Drain Estimate,Completed,Branded Phone Number,A1-800-BILL HOWE,92109,$0.00,FALSE
324523420,8/18/2026,8/18/2026,Lining Install - CA,Drain Estimate,Completed,Direct Web Traffic,Direct Web Traffic,92037,$0.00,FALSE
52853564,8/18/2026,8/19/2026,Plumbing Sales,Drain Estimate,Completed,Google Business Profiles,GMB_SanDiego,92117,$0.00,FALSE
1127656644,8/18/2026,8/21/2026,Plumbing Sales,Drain Estimate,Completed,PPC,Google | Search | Brand,92130,$315.00,TRUE
1104989365,8/18/2026,8/19/2026,Plumbing Sales,Drain Estimate,Completed,Direct Mail,Dynamicard June 2026 (Drains + WH),92123,$0.00,FALSE
31671564,8/18/2026,,Plumbing Sales,Drain Estimate,In Progress,Branded Phone Number,Local 619,92037,$0.00,FALSE
1036320322,8/18/2026,8/19/2026,Plumbing Sales,Drain Estimate,Completed,PPC,Google | PMAX | Plumbing,92121,$0.00,FALSE
896607178,8/19/2026,8/19/2026,Plumbing Sales,Drain Estimate,Completed,Branded Phone Number,Local 619,92109,$0.00,FALSE
31550115,8/19/2026,8/19/2026,Plumbing Sales,Drain Estimate,Completed,Branded Phone Number,A1-800-BILL HOWE,92110,$0.00,FALSE
1128174304,8/19/2026,8/19/2026,Plumbing Sales,Drain Estimate,Completed,PPC,Google | PMAX | Plumbing,92103,$0.00,FALSE
31612629,8/19/2026,8/19/2026,Plumbing Sales,Drain Estimate,Completed,Direct Web Traffic,Direct Web Traffic,92110,$0.00,FALSE
1127207797,8/19/2026,8/20/2026,Plumbing Sales,Drain Estimate,Completed,Branded Phone Number,A1-800-BILL HOWE,92106,$0.00,FALSE
57762448,8/19/2026,8/19/2026,Plumbing Sales,Drain Estimate,Completed,Branded Phone Number,Local 619,92117,$0.00,FALSE
465484849,8/19/2026,8/19/2026,Plumbing Sales,Drain Estimate,Completed,Google Business Profiles,GMB_SanDiego,92117,$0.00,FALSE
1128354466,8/19/2026,8/20/2026,Plumbing Sales,Drain Estimate,Completed,Yelp,Yelp,92110,$0.00,FALSE
890993950,8/20/2026,8/20/2026,Plumbing Sales,Drain Estimate,Completed,Google Business Profiles,GMB_SanDiego,91941,$0.00,FALSE
287844372,8/20/2026,8/21/2026,Plumbing Sales,Drain Estimate,Completed,Organic Search,Google Organic,92067,$0.00,FALSE
278897697,8/20/2026,8/20/2026,Plumbing Sales,Drain Estimate,Completed,Google Business Profiles,GMB_SanDiego,92111,$0.00,FALSE
1128462109,8/20/2026,8/21/2026,Plumbing Sales,Drain Estimate,Completed,Google Business Profiles,GMB_SanDiego,92021,$0.00,FALSE
31609070,8/20/2026,8/21/2026,Plumbing Sales,Drain Estimate,Completed,CSR Outbound,$1 OUTBOUND (use this for out-bounding),92106,$0.00,FALSE
471089082,8/20/2026,8/20/2026,Plumbing Sales,Drain Estimate,Completed,Branded Phone Number,A1-800-BILL HOWE,92101,$0.00,FALSE
31724795,8/20/2026,,Plumbing Sales,Drain Estimate,Scheduled,,BFP Sewer Camera Inspection SMS 2026,92127,$0.00,FALSE
265631001,8/20/2026,,Plumbing Sales,Drain Estimate,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92123,$0.00,FALSE
1104989365,8/20/2026,,Plumbing Sales,Drain Estimate,Scheduled,Direct Mail,Dynamicard June 2026 (Drains + WH),92123,$6000.00,TRUE
1075118203,8/20/2026,8/20/2026,Plumbing Sales,Drain Estimate,Canceled,Email,Legacy Email Marketing Multiple Offers,92064,$0.00,FALSE
31682089,8/21/2026,8/21/2026,Plumbing Sales,Drain Estimate,Completed,Google Business Profiles,GMB_SanDiego,92122,$0.00,FALSE
1128836457,8/21/2026,8/21/2026,Plumbing Sales,Drain Estimate,Completed,PPC,Google | PMAX | Plumbing,92103,$0.00,FALSE
1129075443,8/21/2026,,Plumbing Sales,Drain Estimate,Scheduled,PPC,Google | Search | Brand,91941,$0.00,FALSE
483199705,8/21/2026,,Plumbing Sales,Drain Estimate,Scheduled,PPC,Google | Search | Brand,92071,$0.00,FALSE
93423045,8/21/2026,,Plumbing Sales,Drain Estimate,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92108,$0.00,FALSE
90324170,8/23/2026,,Plumbing Sales,Drain Estimate,Scheduled,Branded Phone Number,Local 619,92115,$0.00,FALSE
31627404,8/13/2026,8/14/2026,Plumbing Install,Drain Install,Completed,Website,Website Phone Calls,92037,$10900.00,TRUE
31627404,8/17/2026,8/14/2026,Plumbing Install,Drain Install,Completed,Website,Website Phone Calls,92037,$0.00,TRUE
31595115,8/17/2026,8/4/2026,Plumbing Service,Drain Install,Completed,Organic Search,Google Organic,92104,$0.00,TRUE
31712278,8/18/2026,,Plumbing Install,Drain Install,In Progress,Google Business Profiles,GMB_SanDiego,92111,$19100.00,TRUE
31627404,8/19/2026,8/14/2026,Plumbing Install,Drain Install,Completed,Website,Website Phone Calls,92037,$0.00,TRUE
57762448,8/19/2026,,Plumbing Install,Drain Install,Scheduled,Branded Phone Number,Local 619,92117,$7200.00,TRUE
673021487,8/21/2026,,Plumbing Install,Drain Install,Scheduled,Direct Web Traffic,Direct Web Traffic,91910,$3900.00,TRUE
31652960,8/10/2026,8/14/2026,Plumbing Service,Drain Repair,Completed,Yelp,Yelp,91941,$10500.00,TRUE
1067817750,8/10/2026,3/9/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92010,$0.00,TRUE
31537305,8/10/2026,8/12/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92037,$0.00,TRUE
60525370,8/10/2026,8/10/2026,Plumbing Service,Drain Repair,Completed,Organic Search,Bing Organic,92139,$0.00,TRUE
979490189,8/10/2026,8/10/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92117,$3900.00,TRUE
31671966,8/10/2026,8/10/2026,Plumbing Service,Drain Repair,Canceled,Direct Web Traffic,Direct Web Traffic,92111,$0.00,TRUE
31551769,8/10/2026,8/11/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,Local 619,92120,$0.00,FALSE
31665920,8/10/2026,8/14/2026,Plumbing Service,Drain Repair,Completed,Google Business Profiles,GMB_SanDiego,92040,$1700.00,TRUE
354744712,8/10/2026,7/9/2026,Plumbing Service,Drain Repair,Completed,Google LSA,Google Local Services,91941,$0.00,TRUE
1123743274,8/10/2026,8/11/2026,Plumbing Service,Drain Repair,Completed,PPC,Google | Search | Plumbing,91950,$573.00,TRUE
291730852,8/10/2026,8/11/2026,Plumbing Service,Drain Repair,Completed,Google Business Profiles,GMB_SanDiego,91942,$6100.00,TRUE
374400693,8/10/2026,8/14/2026,Plumbing Service,Drain Repair,Completed,PPC,Google | Search | Brand,92024,$4089.00,TRUE
60525370,8/10/2026,8/19/2026,Plumbing Service,Drain Repair,Completed,Organic Search,Bing Organic,92139,$14600.00,TRUE
907340719,8/11/2026,8/11/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,Local 619,92037,$0.00,TRUE
273106075,8/11/2026,8/12/2026,Plumbing Service,Drain Repair,Completed,Direct Web Traffic,Direct Web Traffic,92025,$0.00,TRUE
52853564,8/11/2026,8/11/2026,Plumbing Service,Drain Repair,Canceled,Google Business Profiles,GMB_SanDiego,92117,$0.00,TRUE
59724517,8/11/2026,8/18/2026,Plumbing Service,Drain Repair,Completed,PPC,Google | Search | Brand,92067,$7636.20,TRUE
380338736,8/12/2026,6/17/2026,Plumbing Service,Drain Repair,Completed,PPC,Google | Search | Brand,92118,$0.00,TRUE
1104433892,8/12/2026,7/31/2026,Plumbing Service,Drain Repair,Completed,Google Business Profiles,GMB_SanDiego,92075,$0.00,TRUE
679513993,8/12/2026,,Plumbing Service,Drain Repair,Scheduled,External Referral,Referral,92129,$4500.00,TRUE
679513993,8/12/2026,8/18/2026,Plumbing Service,Drain Repair,Completed,External Referral,Referral,92129,$4500.00,TRUE
679513993,8/12/2026,,Plumbing Service,Drain Repair,Scheduled,External Referral,Referral,92129,$4500.00,TRUE
679513993,8/12/2026,8/19/2026,Plumbing Service,Drain Repair,Completed,External Referral,Referral,92129,$4500.00,TRUE
679513993,8/12/2026,8/21/2026,Plumbing Service,Drain Repair,Completed,External Referral,Referral,92129,$4500.00,TRUE
679513993,8/12/2026,,Plumbing Service,Drain Repair,Scheduled,External Referral,Referral,92129,$4500.00,TRUE
31612323,8/12/2026,8/13/2026,Plumbing Service,Drain Repair,Completed,PPC,Google | PMAX | Plumbing,91977,$3500.00,TRUE
286615938,8/12/2026,8/13/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92128,$0.00,TRUE
1121866660,8/12/2026,,Plumbing Service,Drain Repair,Scheduled,Organic Search,Google Organic,92020,$4700.00,TRUE
281536974,8/13/2026,,Plumbing Service,Drain Repair,Hold,Tech referral,Tech Referral,92067,$989.00,TRUE
979644336,8/13/2026,8/14/2026,Plumbing Service,Drain Repair,Completed,PPC,Google | Search | Brand,92019,$0.00,TRUE
31637136,8/13/2026,7/29/2026,Plumbing Service,Drain Repair,Completed,Google Business Profiles,GMB_SanDiego,92123,$0.00,TRUE
48988463,8/13/2026,8/14/2026,Plumbing Service,Drain Repair,Completed,Website,Website Phone Calls,92108,$273.24,TRUE
902471557,8/13/2026,6/18/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,Local 619,92120,$3449.20,TRUE
479618818,8/13/2026,8/14/2026,Plumbing Service,Drain Repair,Completed,Direct Web Traffic,Direct Web Traffic,92108,$1950.00,TRUE
31589459,8/13/2026,,Plumbing Service,Drain Repair,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92109,$5100.00,TRUE
325527961,8/13/2026,8/21/2026,Plumbing Service,Drain Repair,Completed,Google Business Profiles,GMB_SanDiego,92127,$0.00,FALSE
31684645,8/13/2026,8/14/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92064,$0.00,FALSE
902469128,8/14/2026,8/6/2026,Plumbing Service,Drain Repair,Completed,PPC,Google | Search | Brand,92128,$3969.00,TRUE
902469128,8/14/2026,8/5/2026,Plumbing Service,Drain Repair,Completed,Google Business Profiles,GMB_SanDiego,92131,$4589.00,TRUE
1124876379,8/14/2026,8/17/2026,Plumbing Service,Drain Repair,Completed,Organic Search,Yahoo Organic,91942,$2300.00,TRUE
48850641,8/14/2026,8/14/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92127,$0.00,TRUE
301558551,8/14/2026,8/18/2026,Plumbing Service,Drain Repair,Completed,Google Business Profiles,GMB_SanDiego,92123,$1890.00,TRUE
979644336,8/14/2026,8/14/2026,Plumbing Service,Drain Repair,Completed,PPC,Google | Search | Brand,92019,$2200.00,TRUE
58322171,8/14/2026,8/18/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,Local 619,92109,$2450.00,TRUE
31732450,8/14/2026,7/2/2026,Plumbing Service,Drain Repair,Completed,PPC,Google | Search | Brand,92117,-$750.00,TRUE
1125566715,8/15/2026,8/15/2026,Plumbing Service,Drain Repair,Completed,Google LSA,Google Local Services,92130,$870.10,TRUE
1125592350,8/16/2026,8/17/2026,Plumbing Service,Drain Repair,Completed,Google Business Profiles,GMB_SanDiego,92110,$0.00,TRUE
1125592737,8/16/2026,8/16/2026,Plumbing Service,Drain Repair,Completed,Google LSA,Google Local Services,92109,$425.00,TRUE
1125590587,8/16/2026,8/16/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92008,$425.00,TRUE
1125589479,8/16/2026,8/17/2026,Plumbing Service,Drain Repair,Canceled,Google LSA,Google Local Services,92021,$0.00,TRUE
92614201,8/16/2026,8/16/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92128,$407.50,TRUE
1078657341,8/16/2026,8/17/2026,Plumbing Service,Drain Repair,Canceled,Direct Web Traffic,Direct Web Traffic,92075,$0.00,TRUE
64202717,8/16/2026,8/16/2026,Plumbing Service,Drain Repair,Completed,Google LSA,Google Local Services,92103,$394.00,TRUE
1125589479,8/16/2026,8/16/2026,Plumbing Service,Drain Repair,Completed,Google LSA,Google Local Services,92021,$394.00,TRUE
31706524,8/16/2026,8/20/2026,Plumbing Service,Drain Repair,Completed,Organic Search,Bing Organic,92117,$96.90,TRUE
58584194,8/16/2026,8/17/2026,Plumbing Service,Drain Repair,Completed,Direct Web Traffic,Direct Web Traffic,92117,$0.00,TRUE
31650808,8/16/2026,8/17/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92103,$342.24,TRUE
65470223,8/17/2026,5/13/2026,Plumbing Service,Drain Repair,Completed,PPC,Google | PMAX | Drains,92120,-$567.00,FALSE
46935190,8/17/2026,,Plumbing Service,Drain Repair,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92122,$54000.00,TRUE
340052528,8/17/2026,,Plumbing Service,Drain Repair,Hold,External Referral,Referral,92117,$0.00,TRUE
1073106984,8/17/2026,,Plumbing Service,Drain Repair,Scheduled,Google Business Profiles,GMB_SanDiego,92130,$3775.00,TRUE
31550115,8/17/2026,8/22/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92110,$1200.00,TRUE
31731585,8/17/2026,8/3/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,Local 619,92110,$0.00,TRUE
291730852,8/17/2026,8/11/2026,Plumbing Service,Drain Repair,Completed,Google Business Profiles,GMB_SanDiego,91942,$0.00,TRUE
31546145,8/17/2026,8/18/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,Local 619,91941,$927.36,TRUE
374400693,8/17/2026,8/14/2026,Plumbing Service,Drain Repair,Completed,PPC,Google | Search | Brand,92024,$0.00,TRUE
31665920,8/17/2026,8/14/2026,Plumbing Service,Drain Repair,Completed,Google Business Profiles,GMB_SanDiego,92040,$0.00,TRUE
901470494,8/17/2026,,Plumbing Service,Drain Repair,Hold,Tech referral,Tech Referral,92110,$2564.00,TRUE
31536670,8/17/2026,8/6/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92122,$0.00,TRUE
1080075614,8/17/2026,8/11/2026,Plumbing Service,Drain Repair,Completed,Organic Search,Google Organic,92119,$0.00,TRUE
311193786,8/17/2026,8/7/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92111,$0.00,TRUE
673452134,8/17/2026,8/11/2026,Plumbing Service,Drain Repair,Completed,PPC,Google | Search | Brand,92111,$0.00,TRUE
31551769,8/17/2026,8/7/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,Local 619,92120,$0.00,TRUE
31612323,8/17/2026,8/13/2026,Plumbing Service,Drain Repair,Completed,PPC,Google | PMAX | Plumbing,91977,$0.00,TRUE
31691798,8/17/2026,8/4/2026,Plumbing Service,Drain Repair,Completed,PPC,Google | Search | Brand,91942,$0.00,TRUE
1039400970,8/17/2026,8/5/2026,Plumbing Service,Drain Repair,Completed,PPC,Google | Search | Brand,92104,$0.00,TRUE
1127207797,8/17/2026,8/20/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92106,$8000.00,TRUE
1127429454,8/17/2026,8/18/2026,Plumbing Service,Drain Repair,Completed,Google Business Profiles,GMB_SanDiego,92123,$144.00,TRUE
31660442,8/18/2026,,Plumbing Service,Drain Repair,In Progress,Google Business Profiles,GMB_SanDiego,92067,$3500.00,TRUE
1073097163,8/18/2026,7/31/2026,Plumbing Service,Drain Repair,Completed,Google Business Profiles,GMB_SanDiego,91941,$0.00,TRUE
52853564,8/18/2026,8/19/2026,Plumbing Service,Drain Repair,Completed,Google Business Profiles,GMB_SanDiego,92117,$0.00,FALSE
31640520,8/18/2026,7/27/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,Local 619,92127,-$175.00,TRUE
894503673,8/18/2026,7/27/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,Local 619,92127,$175.00,TRUE
94248419,8/18/2026,8/14/2026,Plumbing Service,Drain Repair,Completed,PPC,Google | Search | Brand,92037,$0.00,FALSE
31554366,8/18/2026,,Plumbing Service,Drain Repair,Hold,Branded Phone Number,A1-800-BILL HOWE,92021,$0.00,TRUE
31666973,8/18/2026,8/20/2026,Plumbing Service,Drain Repair,Completed,Email,Legacy Email Marketing Multiple Offers,92111,$0.00,TRUE
47005366,8/19/2026,6/19/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92014,$0.00,TRUE
1078702263,8/19/2026,8/3/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92117,$0.00,TRUE
375827483,8/19/2026,8/19/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92103,$479.75,TRUE
380338736,8/19/2026,6/17/2026,Plumbing Service,Drain Repair,Completed,PPC,Google | Search | Brand,92118,$0.00,TRUE
31723552,8/19/2026,8/19/2026,Plumbing Service,Drain Repair,Completed,PPC,Google | Search | Brand,92011,$0.00,FALSE
1128199280,8/19/2026,8/19/2026,Plumbing Service,Drain Repair,Completed,Yelp,Yelp,92154,$0.00,TRUE
48988463,8/19/2026,8/14/2026,Plumbing Service,Drain Repair,Completed,Website,Website Phone Calls,92108,$0.00,TRUE
31665920,8/19/2026,8/14/2026,Plumbing Service,Drain Repair,Completed,Google Business Profiles,GMB_SanDiego,92040,$0.00,TRUE
1121454609,8/19/2026,8/14/2026,Plumbing Service,Drain Repair,Completed,Google LSA,Google Local Services,91945,$0.00,FALSE
31535653,8/19/2026,8/20/2026,Plumbing Service,Drain Repair,Completed,Outbound SMS,2024 Water Heater/ Tankless Flush SMS Drip,92123,$0.00,TRUE
374400693,8/20/2026,8/14/2026,Plumbing Service,Drain Repair,Completed,PPC,Google | Search | Brand,92024,$0.00,TRUE
31652960,8/20/2026,8/14/2026,Plumbing Service,Drain Repair,Completed,Yelp,Yelp,91941,$0.00,TRUE
31629535,8/20/2026,,Plumbing Service,Drain Repair,Scheduled,Google Business Profiles,GMB_SanDiego,92009,$2100.00,TRUE
31709554,8/20/2026,8/21/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,Local 619,92104,$0.00,TRUE
31706524,8/20/2026,,Plumbing Service,Drain Repair,Scheduled,Organic Search,Bing Organic,92117,$4000.00,TRUE
1128174304,8/20/2026,8/21/2026,Plumbing Service,Drain Repair,Canceled,PPC,Google | PMAX | Plumbing,92103,$0.00,TRUE
1097804543,8/20/2026,,Plumbing Service,Drain Repair,Hold,Google LSA,Google Local Services,92118,$0.00,FALSE
31658916,8/20/2026,,Plumbing Service,Drain Repair,Scheduled,Google Business Profiles,GMB_SanDiego,92103,$3000.00,TRUE
31665920,8/20/2026,8/14/2026,Plumbing Service,Drain Repair,Completed,Google Business Profiles,GMB_SanDiego,92040,$0.00,TRUE
31723552,8/20/2026,,Plumbing Service,Drain Repair,Scheduled,PPC,Google | Search | Brand,92011,$1537.00,TRUE
890993950,8/20/2026,,Plumbing Service,Drain Repair,Hold,Google Business Profiles,GMB_SanDiego,91941,$1200.00,TRUE
1075118203,8/20/2026,,Plumbing Service,Drain Repair,Scheduled,,Small Leaks Big Problems August 2026,92064,$0.00,TRUE
63380724,8/20/2026,8/20/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,Local 619,92107,$0.00,FALSE
301558551,8/21/2026,8/18/2026,Plumbing Service,Drain Repair,Completed,Google Business Profiles,GMB_SanDiego,92123,$0.00,TRUE
278897697,8/21/2026,,Plumbing Service,Drain Repair,Scheduled,Google Business Profiles,GMB_SanDiego,92111,$4500.00,TRUE
298823071,8/21/2026,8/17/2026,Plumbing Service,Drain Repair,Completed,Google Business Profiles,GMB_SanDiego,92024,$0.00,TRUE
31643120,8/21/2026,8/20/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,Local 619,92115,$0.00,TRUE
84116932,8/21/2026,,Plumbing Service,Drain Repair,Scheduled,Google Business Profiles,GMB_SanDiego,92110,$0.00,TRUE
249834720,8/23/2026,,Plumbing Service,Drain Repair,Scheduled,Google Business Profiles,GMB_SanDiego,92105,$0.00,TRUE
1129272198,8/23/2026,,Plumbing Service,Drain Repair,Scheduled,PPC,Google | Search | Plumbing,92009,$0.00,TRUE
31567310,8/23/2026,,Plumbing Service,Drain Repair,Scheduled,Direct Web Traffic,Direct Web Traffic,91902,$0.00,TRUE
1129267419,8/23/2026,8/23/2026,Plumbing Service,Drain Repair,Completed,PPC,Google | Search | Brand,92037,$352.00,TRUE
31635019,8/23/2026,8/23/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,A1-800-BILL HOWE,92019,$702.92,TRUE
58163880,8/23/2026,,Plumbing Service,Drain Repair,Scheduled,Outbound SMS,ST Outbound Text Lines,92106,$0.00,TRUE
90324170,8/23/2026,8/23/2026,Plumbing Service,Drain Repair,Completed,Branded Phone Number,Local 619,92115,$250.00,TRUE
