,,Customer ID,Created Date,Completion Date,Invoice Business Unit,Job Type,Job Status,Campaign Category,Campaign,Location Zip,Total,Opportunity
,,474730285,9/5/2026,9/6/2026,HVAC Service,Diagnosis,Completed,Google Business Profiles,GMB_SanDiego,92103,$0.00,TRUE
,,,,,245,245,245,245,245,,$26177.95,
,Job Type: Hvac Recall/Warranty,,,,,,,,,,,
,,366608823,8/24/2026,8/24/2026,HVAC Service,Hvac Recall/Warranty,Canceled,Google Business Profiles,GMB_SanDiego,92118,$0.00,TRUE
,,31662415,8/24/2026,8/29/2026,HVAC Service,Hvac Recall/Warranty,Completed,Branded Phone Number,A1-800-BILL HOWE,91941,$0.00,TRUE
,,479317061,8/24/2026,8/26/2026,HVAC Service,Hvac Recall/Warranty,Completed,Google Business Profiles,GMB_SanDiego,92154,$0.00,TRUE
,,1113567985,8/24/2026,9/4/2026,HVAC Service,Hvac Recall/Warranty,Completed,Google LSA,Google Local Services,92124,$0.00,TRUE
,,467840238,8/24/2026,8/17/2026,HVAC Service,Hvac Recall/Warranty,Completed,Branded Phone Number,Local 619,92116,$0.00,TRUE
,,31563615,8/24/2026,8/28/2026,HVAC Service,Hvac Recall/Warranty,Completed,Branded Phone Number,Local 619,92107,$0.00,TRUE
,,481289618,8/24/2026,8/25/2026,HVAC Service,Hvac Recall/Warranty,Completed,Email,Legacy Email Marketing Multiple Offers,92114,$0.00,TRUE
,,1123681856,8/25/2026,8/25/2026,HVAC Service,Hvac Recall/Warranty,Completed,Branded Phone Number,A1-800-BILL HOWE,92118,$0.00,TRUE
,,31552540,8/25/2026,8/25/2026,HVAC Service,Hvac Recall/Warranty,Completed,Google LSA,Google Local Services,92110,$414.10,TRUE
,,31714809,8/25/2026,8/28/2026,HVAC Service,Hvac Recall/Warranty,Completed,Google Business Profiles,GMB_SanDiego,92123,$0.00,TRUE
,,94365718,8/25/2026,8/20/2026,HVAC Service,Hvac Recall/Warranty,Completed,PPC,Google | Search | Brand,92127,$0.00,TRUE
,,96788441,8/25/2026,8/27/2026,HVAC Service,Hvac Recall/Warranty,Completed,PPC,Google | Search | Brand,92104,$0.00,TRUE
,,1073276810,8/25/2026,8/31/2026,HVAC Service,Hvac Recall/Warranty,Completed,Branded Phone Number,A1-800-BILL HOWE,92011,$0.00,TRUE
,,1079791184,8/26/2026,8/26/2026,HVAC Service,Hvac Recall/Warranty,Completed,PPC,Google | Search | Brand,92115,$87.00,TRUE
,,31653994,8/26/2026,8/27/2026,HVAC Service,Hvac Recall/Warranty,Completed,PPC,Google | Search | Brand,92014,$87.00,TRUE
,,903017826,8/26/2026,8/26/2026,HVAC Service,Hvac Recall/Warranty,Completed,Branded Phone Number,A1-800-BILL HOWE,92127,$0.00,TRUE
,,102184716,8/27/2026,9/2/2026,HVAC Service,Hvac Recall/Warranty,Completed,Branded Phone Number,Local 619,92120,$0.00,TRUE
,,266023073,8/27/2026,,HVAC Service,Hvac Recall/Warranty,In Progress,Branded Phone Number,A1-800-BILL HOWE,92131,$0.00,TRUE
,,46456501,8/27/2026,9/4/2026,HVAC Service,Hvac Recall/Warranty,Completed,Outbound SMS,ST Outbound Text Lines,92008,$284.00,TRUE
,,31712241,8/27/2026,8/27/2026,HVAC Service,Hvac Recall/Warranty,Completed,Branded Phone Number,A1-800-BILL HOWE,92019,$0.00,TRUE
,,901730551,8/27/2026,9/3/2026,HVAC Service,Hvac Recall/Warranty,Completed,Email,Legacy Email Marketing Multiple Offers,92127,$0.00,TRUE
,,909834685,8/27/2026,8/28/2026,HVAC Service,Hvac Recall/Warranty,Completed,Branded Phone Number,Local 619,92128,$0.00,TRUE
,,267543671,8/28/2026,,HVAC Service,Hvac Recall/Warranty,Scheduled,Website,Website Phone Calls,92037,$0.00,TRUE
,,31535805,8/28/2026,9/4/2026,HVAC Service,Hvac Recall/Warranty,Completed,Branded Phone Number,A1-800-BILL HOWE,92107,$2118.14,TRUE
,,297599676,8/29/2026,8/29/2026,HVAC Service,Hvac Recall/Warranty,Completed,PPC,Google | Search | Brand,92027,$485.68,TRUE
,,1122350566,8/31/2026,,HVAC Service,Hvac Recall/Warranty,Scheduled,Google LSA,Google Local Services,92071,$0.00,TRUE
,,481289618,8/31/2026,8/25/2026,HVAC Service,Hvac Recall/Warranty,Completed,Email,Legacy Email Marketing Multiple Offers,92114,$0.00,TRUE
,,267582965,8/31/2026,9/3/2026,HVAC Service,Hvac Recall/Warranty,Completed,Google Business Profiles,GMB_SanDiego,92130,$0.00,TRUE
,,1037690442,8/31/2026,8/26/2026,HVAC Service,Hvac Recall/Warranty,Completed,PPC,Google | Search | Brand,92037,$0.00,TRUE
,,376697112,9/1/2026,,HVAC Service,Hvac Recall/Warranty,Scheduled,Direct Web Traffic,Direct Web Traffic,92104,$0.00,TRUE
,,909282037,9/1/2026,9/2/2026,HVAC Service,Hvac Recall/Warranty,Completed,Google Business Profiles,GMB_SanDiego,92019,$0.00,TRUE
,,331106505,9/2/2026,,HVAC Service,Hvac Recall/Warranty,Scheduled,PPC,Google | Search | Brand,92103,$0.00,TRUE
,,62304199,9/3/2026,,HVAC Service,Hvac Recall/Warranty,In Progress,Google Business Profiles,GMB_SanDiego,92118,$0.00,TRUE
,,283053089,9/3/2026,9/3/2026,HVAC Service,Hvac Recall/Warranty,Completed,PPC,Google | PMAX | Drains - Vegas,92128,$0.00,TRUE
,,1037690442,9/3/2026,8/26/2026,HVAC Service,Hvac Recall/Warranty,Completed,PPC,Google | Search | Brand,92037,$0.00,TRUE
,,31714809,9/3/2026,8/28/2026,HVAC Service,Hvac Recall/Warranty,Completed,Google Business Profiles,GMB_SanDiego,92123,$0.00,TRUE
,,31563858,9/3/2026,9/3/2026,HVAC Service,Hvac Recall/Warranty,Completed,PPC,Google | PMAX | HVAC,92109,$0.00,TRUE
,,1040106797,9/4/2026,9/5/2026,HVAC Service,Hvac Recall/Warranty,Completed,Google LSA,Google Local Services,92078,$0.00,TRUE
,,,,,38,38,38,38,38,,$3475.92,
,Job Type: Preventative Maintenance,,,,,,,,,,,
,,260662988,8/25/2026,,HVAC Service,Preventative Maintenance,Scheduled,Google Business Profiles,GMB_SanDiego,92127,$1677.00,TRUE
,,,,,1,1,1,1,1,,$1677.00,
,Job Type: Recurring Services: Complimentary Maintenance,,,,,,,,,,,
,,31625070,8/24/2026,8/27/2026,HVAC Service,Recurring Services: Complimentary Maintenance,Completed,Outbound SMS,ST Outbound Text Lines,92123,$0.00,FALSE
,,,,,1,1,1,1,1,,$0.00,
,,,,,386,386,386,386,386,,$62318.13,
Invoice Business Unit: Lining Install - CA,,,,,,,,,,,,
,Job Type: Jetting- Residential,,,,,,,,,,,
,,31557960,9/3/2026,9/4/2026,Lining Install - CA,Jetting- Residential,Canceled,Branded Phone Number,Local 619,92037,$0.00,TRUE
,,,,,1,1,1,1,1,,$0.00,
,Job Type: Jetting-Commercial,,,,,,,,,,,
,,31609030,8/25/2026,8/27/2026,Lining Install - CA,Jetting-Commercial,Completed,Google Business Profiles,GMB_SanDiego,92122,$2750.00,TRUE
,,,,,1,1,1,1,1,,$2750.00,
,Job Type: Job Walk,,,,,,,,,,,
,,271572392,8/24/2026,,Lining Install - CA,Job Walk,Scheduled,Google Business Profiles,GMB_SanDiego,92109,$0.00,FALSE
,,1129558526,8/24/2026,8/25/2026,Lining Install - CA,Job Walk,Completed,Tech referral,Tech Referral,92127,$0.00,FALSE
,,31583385,8/25/2026,,Lining Install - CA,Job Walk,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92075,$0.00,FALSE
,,1129344427,8/25/2026,9/1/2026,Lining Install - CA,Job Walk,Completed,Google Business Profiles,GMB_SanDiego,92040,$0.00,FALSE
,,1125369941,8/25/2026,,Lining Install - CA,Job Walk,Scheduled,Email,2025 Jetter Customers Annual Drip,92116,$0.00,FALSE
,,1128462109,8/25/2026,,Lining Install - CA,Job Walk,Scheduled,Google Business Profiles,GMB_SanDiego,92021,$0.00,FALSE
,,31655909,8/26/2026,,Lining Install - CA,Job Walk,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92117,$0.00,FALSE
,,483199705,8/27/2026,9/4/2026,Lining Install - CA,Job Walk,Canceled,PPC,Google | Search | Brand,92071,$0.00,FALSE
,,1130826741,8/27/2026,8/27/2026,Lining Install - CA,Job Walk,Completed,Tech referral,Tech Referral,89106,$0.00,FALSE
,,912270884,8/27/2026,8/27/2026,Lining Install - CA,Job Walk,Completed,Tech referral,Tech Referral,92109,$0.00,FALSE
,,1130008132,8/28/2026,,Lining Install - CA,Job Walk,Scheduled,Google Business Profiles,GMB_SanDiego,91901,$0.00,FALSE
,,1126788892,8/28/2026,,Lining Install - CA,Job Walk,Scheduled,Branded Phone Number,Local 619,91945,$0.00,FALSE
,,92581600,8/31/2026,8/31/2026,Lining Install - CA,Job Walk,Completed,Branded Phone Number,A1-800-BILL HOWE,92040,$0.00,FALSE
,,31709554,8/31/2026,,Lining Install - CA,Job Walk,Scheduled,Branded Phone Number,Local 619,92104,$0.00,FALSE
,,1128408174,8/31/2026,,Lining Install - CA,Job Walk,Scheduled,Organic Search,Google Organic,92078,$0.00,FALSE
,,347412892,9/1/2026,,Lining Install - CA,Job Walk,Scheduled,Tech referral,Tech Referral,92037,$0.00,FALSE
,,1125036880,9/1/2026,9/2/2026,Lining Install - CA,Job Walk,Completed,Tech referral,Tech Referral,92563,$0.00,FALSE
,,258130533,9/1/2026,,Lining Install - CA,Job Walk,Scheduled,PPC,Bing | Search | Brand,92117,$0.00,FALSE
,,1089995329,9/1/2026,9/2/2026,Lining Install - CA,Job Walk,Completed,Google Business Profiles,GMB_SanDiego,92037,$0.00,FALSE
,,66445168,9/2/2026,,Lining Install - CA,Job Walk,Scheduled,Branded Phone Number,Local 619,92109,$0.00,FALSE
,,1131899824,9/3/2026,,Lining Install - CA,Job Walk,Scheduled,PPC,Google | PMAX | Plumbing,92128,$0.00,FALSE
,,1133364357,9/3/2026,,Lining Install - CA,Job Walk,Scheduled,Google LSA,Google Local Services,92020,$0.00,FALSE
,,1131195379,9/3/2026,,Lining Install - CA,Job Walk,Scheduled,Tech referral,Tech Referral,92091,$0.00,FALSE
,,31557960,9/3/2026,9/4/2026,Lining Install - CA,Job Walk,Completed,Branded Phone Number,Local 619,92037,$0.00,FALSE
,,31557960,9/4/2026,,Lining Install - CA,Job Walk,Scheduled,Branded Phone Number,Local 619,92037,$0.00,FALSE
,,1127181202,9/4/2026,,Lining Install - CA,Job Walk,Scheduled,Direct Web Traffic,Direct Web Traffic,92107,$0.00,FALSE
,,334660261,9/4/2026,,Lining Install - CA,Job Walk,Scheduled,Branded Phone Number,Local 619,92104,$0.00,FALSE
,,1129524946,9/4/2026,,Lining Install - CA,Job Walk,Scheduled,Google Business Profiles,GMB_SanDiego,92110,$0.00,FALSE
,,1131281056,9/4/2026,,Lining Install - CA,Job Walk,Scheduled,Branded Phone Number,Local 619,92117,$0.00,FALSE
,,60852589,9/4/2026,,Lining Install - CA,Job Walk,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92118,$0.00,FALSE
,,,,,30,30,30,30,30,,$0.00,
,Job Type: Lining,,,,,,,,,,,
,,1128204145,8/24/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,Local 619,91913,$3240.00,TRUE
,,31550115,8/24/2026,8/24/2026,Lining Install - CA,Lining,Canceled,Branded Phone Number,A1-800-BILL HOWE,92110,$0.00,TRUE
,,251371407,8/24/2026,8/14/2026,Lining Install - CA,Lining,Completed,Organic Search,Google Organic,92110,-$250.00,TRUE
,,31550115,8/24/2026,8/24/2026,Lining Install - CA,Lining,Canceled,Branded Phone Number,A1-800-BILL HOWE,92110,$0.00,FALSE
,,271572392,8/24/2026,,Lining Install - CA,Lining,Scheduled,Google Business Profiles,GMB_SanDiego,92109,$10000.00,TRUE
,,31550115,8/24/2026,9/2/2026,Lining Install - CA,Lining,Canceled,Branded Phone Number,A1-800-BILL HOWE,92110,$0.00,TRUE
,,483199705,8/24/2026,9/4/2026,Lining Install - CA,Lining,Canceled,PPC,Google | Search | Brand,92071,$0.00,TRUE
,,1078907454,8/24/2026,7/31/2026,Lining Install - CA,Lining,Completed,Branded Phone Number,A1-800-BILL HOWE,91977,-$3200.00,TRUE
,,1125590587,8/24/2026,9/4/2026,Lining Install - CA,Lining,Completed,Branded Phone Number,A1-800-BILL HOWE,92008,$6100.00,TRUE
,,31583385,8/25/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92075,$6657.00,TRUE
,,1128462109,8/25/2026,,Lining Install - CA,Lining,Scheduled,Google Business Profiles,GMB_SanDiego,92021,$8100.00,TRUE
,,31537512,8/25/2026,,Lining Install - CA,Lining,Scheduled,PPC,Google | Search | Brand,92107,$15750.00,TRUE
,,1125369941,8/25/2026,,Lining Install - CA,Lining,Scheduled,Email,2025 Jetter Customers Annual Drip,92116,$7500.00,TRUE
,,31655909,8/26/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92117,$16500.00,TRUE
,,65700099,8/26/2026,8/27/2026,Lining Install - CA,Lining,Completed,Branded Phone Number,Local 619,92106,$185.00,TRUE
,,1129344427,8/26/2026,9/1/2026,Lining Install - CA,Lining,Completed,Google Business Profiles,GMB_SanDiego,92040,$9600.00,TRUE
,,31665384,8/26/2026,9/3/2026,Lining Install - CA,Lining,Completed,Google LSA,Google Local Services,92106,$3000.00,TRUE
,,902471557,8/27/2026,7/20/2026,Lining Install - CA,Lining,Completed,PPC,Google | Search | Brand,92117,$13819.95,TRUE
,,52853564,8/27/2026,,Lining Install - CA,Lining,Scheduled,Google Business Profiles,GMB_SanDiego,92117,$5400.00,TRUE
,,1126788892,8/28/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,Local 619,91945,$6500.00,TRUE
,,1130008132,8/28/2026,,Lining Install - CA,Lining,Scheduled,Google Business Profiles,GMB_SanDiego,91901,$3800.00,TRUE
,,31536670,8/28/2026,8/21/2026,Lining Install - CA,Lining,Completed,Branded Phone Number,A1-800-BILL HOWE,92122,-$200.00,TRUE
,,31550115,8/31/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92110,$10500.00,TRUE
,,31550115,8/31/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92110,$9900.00,TRUE
,,31550115,8/31/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92110,$10800.00,TRUE
,,31550115,8/31/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92110,$14400.00,TRUE
,,31550115,8/31/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92110,$14700.00,TRUE
,,31550115,8/31/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92110,$10800.00,TRUE
,,31550115,8/31/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92110,$4200.00,TRUE
,,31550115,8/31/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92110,$6300.00,TRUE
,,31550115,8/31/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92110,$3900.00,TRUE
,,65700099,8/31/2026,8/27/2026,Lining Install - CA,Lining,Completed,Branded Phone Number,Local 619,92106,-$185.00,FALSE
,,1128408174,8/31/2026,,Lining Install - CA,Lining,Scheduled,Organic Search,Google Organic,92078,$9889.00,TRUE
,,47184746,8/31/2026,10/13/2025,Lining Install - CA,Lining,Completed,Branded Phone Number,A1-800-BILL HOWE,91932,-$2000.00,TRUE
,,31709554,8/31/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,Local 619,92104,$6175.00,TRUE
,,1115699631,8/31/2026,8/17/2026,Lining Install - CA,Lining,Completed,Google Business Profiles,GMB_SanDiego,92115,$0.00,TRUE
,,345245921,8/31/2026,,Lining Install - CA,Lining,Scheduled,CSR Outbound,$1 OUTBOUND (use this for out-bounding),92054,$3000.00,TRUE
,,52853564,8/31/2026,8/28/2026,Lining Install - CA,Lining,Completed,Google Business Profiles,GMB_SanDiego,92117,$0.00,TRUE
,,466735816,8/31/2026,8/27/2026,Lining Install - CA,Lining,Completed,Google Business Profiles,GMB_SanDiego,92109,$0.00,TRUE
,,902469128,8/31/2026,8/20/2026,Lining Install - CA,Lining,Completed,Google LSA,Google Local Services,91945,$14000.00,TRUE
,,374400693,8/31/2026,8/18/2026,Lining Install - CA,Lining,Completed,PPC,Google | Search | Brand,92024,$0.00,TRUE
,,31550115,8/31/2026,9/3/2026,Lining Install - CA,Lining,Completed,Branded Phone Number,A1-800-BILL HOWE,92110,$2700.00,TRUE
,,99921868,9/1/2026,8/28/2026,Lining Install - CA,Lining,Completed,Google Business Profiles,GMB_SanDiego,92054,$0.00,TRUE
,,1068034374,9/1/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,Local 619,92117,$4250.00,TRUE
,,92581600,9/1/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92040,$10500.00,TRUE
,,1124876379,9/1/2026,8/28/2026,Lining Install - CA,Lining,Completed,Organic Search,Yahoo Organic,91942,$0.00,TRUE
,,273887537,9/1/2026,8/28/2026,Lining Install - CA,Lining,Completed,Branded Phone Number,A1-800-BILL HOWE,92037,$0.00,TRUE
,,366078576,9/1/2026,8/31/2026,Lining Install - CA,Lining,Completed,Tech referral,Tech Referral,90041,$0.00,FALSE
,,31657279,9/1/2026,8/28/2026,Lining Install - CA,Lining,Completed,Branded Phone Number,Local 619,91977,$0.00,TRUE
,,1118935686,9/1/2026,8/26/2026,Lining Install - CA,Lining,Completed,Organic Search,DuckDuckGo Organic,92071,$0.00,FALSE
,,1127207797,9/1/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92106,$3500.00,TRUE
,,31648387,9/1/2026,8/23/2026,Lining Install - CA,Lining,Completed,Branded Phone Number,A1-800-BILL HOWE,92019,$0.00,TRUE
,,258130533,9/1/2026,,Lining Install - CA,Lining,Scheduled,PPC,Bing | Search | Brand,92117,$29900.00,TRUE
,,1130923604,9/2/2026,,Lining Install - CA,Lining,Scheduled,External Referral,Referral,92595,$2800.00,TRUE
,,912270884,9/2/2026,5/31/2023,Lining Install - CA,Lining,Completed,Account,Account Customer,92109,$0.00,FALSE
,,31657279,9/2/2026,8/28/2026,Lining Install - CA,Lining,Completed,Branded Phone Number,Local 619,91977,$0.00,TRUE
,,66445168,9/2/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,Local 619,92109,$4800.00,TRUE
,,366078576,9/2/2026,8/31/2026,Lining Install - CA,Lining,Completed,Tech referral,Tech Referral,90041,$0.00,FALSE
,,902469128,9/2/2026,8/14/2026,Lining Install - CA,Lining,Completed,Branded Phone Number,Local 619,91950,$22685.78,TRUE
,,902469128,9/2/2026,8/7/2026,Lining Install - CA,Lining,Completed,Branded Phone Number,A1-800-BILL HOWE,92109,$5670.00,TRUE
,,1131281056,9/3/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,Local 619,92117,$4500.00,TRUE
,,1127181202,9/3/2026,,Lining Install - CA,Lining,Scheduled,Direct Web Traffic,Direct Web Traffic,92107,$9000.00,TRUE
,,1131899824,9/3/2026,,Lining Install - CA,Lining,Scheduled,PPC,Google | PMAX | Plumbing,92128,$22000.00,TRUE
,,1133364357,9/3/2026,,Lining Install - CA,Lining,Scheduled,Google LSA,Google Local Services,92020,$17000.00,TRUE
,,1131195379,9/3/2026,,Lining Install - CA,Lining,Scheduled,Sameday AI,Sameday AI,92091,$4000.00,TRUE
,,31557960,9/3/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,Local 619,92037,$18000.00,TRUE
,,31731464,9/4/2026,,Lining Install - CA,Lining,Scheduled,Google Business Profiles,GMB_SanDiego,92109,$4500.00,TRUE
,,334660261,9/4/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,Local 619,92104,$12580.00,TRUE
,,1129524946,9/4/2026,,Lining Install - CA,Lining,Scheduled,Google Business Profiles,GMB_SanDiego,92110,$18000.00,TRUE
,,60852589,9/4/2026,,Lining Install - CA,Lining,Scheduled,Branded Phone Number,A1-800-BILL HOWE,92118,$15450.00,TRUE
,,,,,70,70,70,70,70,,$440716.73,
,Job Type: Lining Estimate,,,,,,,,,,,
,,356249268,8/24/2026,8/28/2026,Lining Install - CA,Lining Estimate,Completed,Google Business Profiles,GMB_SanDiego,92117,$0.00,TRUE
,,345245921,8/24/2026,8/25/2026,Lining Install - CA,Lining Estimate,Completed,CSR Outbound,$1 OUTBOUND (use this for out-bounding),92054,$0.00,FALSE
,,1129524946,8/24/2026,8/26/2026,Lining Install - CA,Lining Estimate,Completed,Google Business Profiles,GMB_SanDiego,92110,$0.00,FALSE
,,1130008132,8/25/2026,8/26/2026,Lining Install - CA,Lining Estimate,Completed,Google Business Profiles,GMB_SanDiego,91901,$0.00,FALSE
,,378998593,8/25/2026,8/26/2026,Lining Install - CA,Lining Estimate,Completed,PPC,Google | Search | Brand,92104,$0.00,FALSE
,,1089995329,8/26/2026,8/28/2026,Lining Install - CA,Lining Estimate,Completed,Google Business Profiles,GMB_SanDiego,92037,$0.00,TRUE
,,356769057,8/27/2026,8/27/2026,Lining Install - CA,Lining Estimate,Canceled,Branded Phone Number,A1-800-BILL HOWE,91902,$0.00,TRUE
,,1130923604,8/27/2026,8/28/2026,Lining Install - CA,Lining Estimate,Completed,External Referral,Referral,92595,$0.00,FALSE
,,1131195379,8/29/2026,9/2/2026,Lining Install - CA,Lining Estimate,Completed,Sameday AI,Sameday AI,92091,$0.00,FALSE
,,887731041,8/30/2026,9/3/2026,Lining Install - CA,Lining Estimate,Completed,Direct Web Traffic,Direct Web Traffic,92122,$0.00,TRUE
,,1131281056,8/31/2026,9/2/2026,Lining Install - CA,Lining Estimate,Completed,Account,Work Order,92117,$0.00,FALSE
,,31562819,8/31/2026,9/2/2026,Lining Install - CA,Lining Estimate,Completed,Google Business Profiles,GMB_SanDiego,92120,$0.00,TRUE
,,66445168,8/31/2026,9/2/2026,Lining Install - CA,Lining Estimate,Completed,Branded Phone Number,Local 619,92109,$0.00,FALSE
,,366078576,9/1/2026,9/1/2026,Lining Install - CA,Lining Estimate,Completed,Website,Email Contact Form,90041,$0.00,TRUE
,,1131529558,9/1/2026,,Lining Install - CA,Lining Estimate,Hold,Organic Search,Google Organic,91911,$0.00,TRUE
,,62200181,9/1/2026,,Lining Install - CA,Lining Estimate,Scheduled,Google Business Profiles,GMB_SanDiego,92107,$0.00,TRUE
,,1131595065,9/1/2026,9/2/2026,Lining Install - CA,Lining Estimate,Completed,Branded Phone Number,Local 619,92054,$0.00,TRUE
,,1115911123,9/2/2026,9/3/2026,Lining Install - CA,Lining Estimate,Completed,Tech referral,Tech Referral,92128,$0.00,TRUE
,,1124540923,9/2/2026,9/2/2026,Lining Install - CA,Lining Estimate,Completed,Branded Phone Number,A1-800-BILL HOWE,92120,$0.00,TRUE
,,31557960,9/2/2026,9/3/2026,Lining Install - CA,Lining Estimate,Completed,Branded Phone Number,Local 619,92037,$0.00,FALSE
,,31731400,9/3/2026,9/4/2026,Lining Install - CA,Lining Estimate,Completed,Yelp,Yelp,91932,$0.00,TRUE
,,334207312,9/3/2026,9/4/2026,Lining Install - CA,Lining Estimate,Completed,Google LSA,Google Local Services,92111,$0.00,TRUE
,,1133685224,9/3/2026,,Lining Install - CA,Lining Estimate,Hold,Google Business Profiles,GMB_SanDiego,92105,$0.00,TRUE
,,249569514,9/4/2026,,Lining Install - CA,Lining Estimate,Scheduled,Branded Phone Number,Local 619,92107,$0.00,TRUE
,,,,,24,24,24,24,24,,$0.00,
,Job Type: Sewer Camera,,,,,,,,,,,
,,1128927198,8/24/2026,8/25/2026,Lining Install - CA,Sewer Camera,Completed,Google LSA,Google Local Services,92020,$0.00,TRUE
,,888818281,8/26/2026,8/27/2026,Lining Install - CA,Sewer Camera,Completed,Direct Web Traffic,Direct Web Traffic,92024,$0.00,TRUE
,,1124540923,8/26/2026,8/28/2026,Lining Install - CA,Sewer Camera,Completed,Branded Phone Number,A1-800-BILL HOWE,92120,$0.00,TRUE
,,1130630033,8/27/2026,8/31/2026,Lining Install - CA,Sewer Camera,Completed,Branded Phone Number,Local 619,92119,$0.00,TRUE
,,31586563,8/27/2026,9/2/2026,Lining Install - CA,Sewer Camera,Completed,Branded Phone Number,Local 619,92109,$0.00,TRUE
,,93606953,8/28/2026,9/1/2026,Lining Install - CA,Sewer Camera,Completed,Website,Email Contact Form,92037,$0.00,TRUE
,,1115911123,8/31/2026,8/26/2026,Lining Install - CA,Sewer Camera,Completed,Tech referral,Tech Referral,92128,$0.00,TRUE
,,374678849,8/31/2026,9/3/2026,Lining Install - CA,Sewer Camera,Completed,Branded Phone Number,Local 619,92111,$0.00,TRUE
,,248943330,8/31/2026,9/3/2026,Lining Install - CA,Sewer Camera,Completed,PPC,Google | Search | Brand,92020,$0.00,TRUE
,,331687894,8/31/2026,9/1/2026,Lining Install - CA,Sewer Camera,Completed,Tech referral,Tech Referral,92106,$0.00,TRUE
,,1131890230,9/1/2026,9/3/2026,Lining Install - CA,Sewer Camera,Completed,External Referral,Referral,92691,$2800.00,TRUE
,,1133360120,9/2/2026,9/4/2026,Lining Install - CA,Sewer Camera,Completed,Tech referral,Tech Referral,92127,$0.00,TRUE
,,31598852,9/3/2026,,Lining Install - CA,Sewer Camera,Hold,Branded Phone Number,Local 619,92116,$0.00,TRUE
,,1133658930,9/3/2026,,Lining Install - CA,Sewer Camera,Scheduled,Direct Web Traffic,Direct Web Traffic,92110,$0.00,TRUE
,,,,,14,14,14,14,14,,$2800.00,
,Job Type: Sewer Camera Post Lining,,,,,,,,,,,
,,273887537,9/4/2026,9/4/2026,Lining Install - CA,Sewer Camera Post Lining,Completed,Branded Phone Number,A1-800-BILL HOWE,92037,$0.00,TRUE
,,,,,1,1,1,1,1,,$0.00,
,Job Type: Warranty Lining,,,,,,,,,,,
,,31563122,8/27/2026,8/28/2026,Lining Install - CA,Warranty Lining,Completed,Direct Web Traffic,Direct Web Traffic,92122,$0.00,FALSE
,,31586563,8/31/2026,8/31/2026,Lining Install - CA,Warranty Lining,Completed,Branded Phone Number,Local 619,92109,$0.00,FALSE
,,,,,2,2,2,2,2,,$0.00,
,,,,,143,143,143,143,143,,$446266.73,
Invoice Business Unit: Lining Install - NV,,,,,,,,,,,,
,Job Type: Warranty Lining,,,,,,,,,,,
,,1080622412,9/1/2026,8/20/2026,Lining Install - NV,Warranty Lining,Completed,Direct Web Traffic,Direct Web Traffic,89104,$0.00,FALSE
,,,,,1,1,1,1,1,,$0.00,
,,,,,1,1,1,1,1,,$0.00,
Invoice Business Unit: Plumbing Install,,,,,,,,,,,,
,Job Type:,,,,,,,,,,,
,,50175786,8/26/2026,,Plumbing Install,,,,,92116,$179.88,TRUE
,,681425593,8/27/2026,,Plumbing Install,,,,,91911,$0.00,TRUE
,,358497176,8/27/2026,,Plumbing Install,,,,,91941,$0.00,TRUE
,,31642386,8/28/2026,,Plumbing Install,,,,,92131,$179.88,TRUE
,,681425593,8/28/2026,,Plumbing Install,,,,,91911,$0.00,TRUE
,,31651524,8/29/2026,,Plumbing Install,,,,,92122,$179.88,TRUE
,,31717837,8/31/2026,,Plumbing Install,,,,,92037,$0.00,TRUE
,,31625158,9/3/2026,,Plumbing Install,,,,,92122,$179.88,TRUE
,,31717837,9/1/2026,,Plumbing Install,,,,,92037,-$179.88,TRUE
